RegionName,Ciudad,Estado,Precio_Actual,Clasificacion,Confianza_%,Crecimiento_2025_%,Asequibilidad,Vacancia_%,Impulso_Mercado_%
80483,Phippsburg,CO,477089,Estable,94.8,7.5,5.7,13.9,-6.5
7030,Hoboken,NJ,837626,Estable,94.7,2.8,4.6,4.0,1.3
27405,Greensboro,NC,213739,Estable,94.7,3.0,4.2,3.5,-7.6
92821,Brea,CA,1096865,Estable,94.7,6.7,8.2,1.1,-3.2
43224,Columbus,OH,196823,Estable,94.7,6.0,3.4,3.8,-2.5
57701,Rapid City,SD,294248,Estable,94.7,4.4,5.2,4.0,-11.1
77642,Port Arthur,TX,120767,Estable,94.7,5.2,3.0,5.9,-0.9
89128,Las Vegas,NV,397411,Estable,94.7,5.3,5.3,2.8,-12.6
84037,Kaysville,UT,679373,Estable,94.7,5.0,4.9,0.5,-10.8
54311,Green Bay,WI,367693,Estable,94.7,6.6,3.9,1.0,-3.1
75670,Marshall,TX,113676,Estable,94.7,3.0,3.0,6.1,0.4
46404,Gary,IN,87876,Estable,94.7,7.8,2.1,9.0,-14.6
39183,Vicksburg,MS,151005,Estable,94.7,3.1,2.2,13.5,0.1
38012,Brownsville,TN,176038,Estable,94.7,3.6,3.7,5.2,-3.1
19540,Mohnton,PA,372540,Estable,94.7,6.4,3.4,1.5,-3.1
18353,Saylorsburg,PA,334892,Estable,94.7,4.7,3.5,6.7,-11.1
7310,Jersey City,NJ,966170,Estable,94.7,2.8,5.1,5.4,2.3
29401,Charleston,SC,1368221,Estable,94.7,6.8,13.4,18.7,-9.7
2673,Yarmouth,MA,541990,Estable,94.7,4.6,6.5,27.7,-9.4
31643,Quitman,GA,151549,Estable,94.7,2.8,3.3,9.0,-6.8
24343,Hillsville,VA,186349,Estable,94.7,2.6,3.1,9.4,-0.6
93625,Fowler,CA,454801,Estable,94.7,3.2,6.5,1.4,-7.1
37022,Bethpage,TN,338771,Estable,94.7,3.8,5.3,2.0,-8.1
28701,Alexander,NC,441373,Estable,94.7,3.1,4.4,6.8,-8.1
16433,Saegertown,PA,174324,Estable,94.7,6.9,2.3,4.6,-5.5
37690,Telford,TN,298080,Estable,94.7,2.8,3.7,0.9,-5.5
28125,Mount Ulla,NC,436863,Estable,94.7,3.0,4.9,6.2,-7.2
49635,Frankfort,MI,500184,Estable,94.7,4.8,6.1,46.5,-7.4
74571,Wilburton,OK,147744,Estable,94.7,4.0,3.6,11.5,-9.3
54984,Wild Rose,WI,284004,Estable,94.7,7.1,4.2,36.4,-4.3
37134,New Johnsonville,TN,219446,Estable,94.7,4.1,2.4,12.3,-8.3
50579,Rockwell City,IA,137361,Estable,94.7,5.3,1.9,9.0,-8.1
55332,Fairfax,MN,178455,Estable,94.7,2.7,2.9,4.6,-6.6
38940,Holcomb,MS,145230,Estable,94.7,2.9,2.1,12.3,0.0
39425,Brooklyn,MS,141682,Estable,94.7,4.3,2.2,7.0,-3.2
50135,Kellogg,IA,207789,Estable,94.7,7.2,2.7,5.5,-6.1
72067,,AR,236633,Estable,94.7,4.1,3.8,49.2,-8.5
17721,Avis,PA,186185,Estable,94.7,6.8,2.4,1.9,-7.1
14571,Waterport,NY,192001,Estable,94.7,6.4,2.1,22.3,-2.6
36346,New Brockton,AL,151582,Estable,94.7,2.7,2.5,20.0,-4.3
13801,McDonough,NY,129612,Estable,94.7,3.1,1.9,23.4,-8.3
49814,Champion,MI,167411,Estable,94.7,2.9,2.0,28.1,-6.3
55787,Tamarack,MN,213543,Estable,94.7,2.4,3.1,27.9,-4.1
5654,,VT,273368,Estable,94.7,3.5,4.1,8.0,-8.7
52721,Bennett,IA,221106,Estable,94.7,7.2,2.7,5.5,-6.1
73766,,OK,108719,Estable,94.7,7.9,1.9,9.2,-10.8
23076,,VA,355116,Estable,94.7,1.5,3.1,15.6,0.7
43983,Piedmont,OH,104567,Estable,94.7,3.6,3.6,38.7,0.6
59434,East Glacier Park,MT,228269,Estable,94.7,4.8,4.2,61.2,-10.4
21821,,MD,198156,Estable,94.7,2.3,3.6,48.0,-3.3
49796,Walloon Lake,MI,876696,Estable,94.7,7.0,9.4,32.3,-8.6
11103,New York,NY,951545,Estable,94.6,5.2,11.3,7.4,-6.9
22901,Charlottesville,VA,511716,Estable,94.6,6.6,5.0,2.7,-3.2
46236,Lawrence,IN,319628,Estable,94.6,4.0,2.6,1.1,-10.5
39180,Vicksburg,MS,139804,Estable,94.6,2.7,2.4,9.8,-2.9
23834,Colonial Heights,VA,292163,Estable,94.6,4.6,3.3,2.7,-12.4
92629,Dana Point,CA,1652749,Estable,94.6,6.3,10.8,8.7,-8.7
20151,Chantilly,VA,767505,Estable,94.6,5.6,4.8,0.2,-1.2
45212,Norwood,OH,245560,Estable,94.6,4.5,3.3,5.4,-0.3
19061,Marcus Hook,PA,267011,Estable,94.6,6.9,3.0,1.2,-4.6
12189,Watervliet,NY,294519,Estable,94.6,6.4,4.1,6.6,-2.1
98282,,WA,735817,Estable,94.6,3.7,7.0,8.0,-8.2
65340,Marshall,MO,173150,Estable,94.6,5.8,3.0,5.9,-7.5
40444,Lancaster,KY,241623,Estable,94.6,7.4,3.5,3.8,-6.9
95030,Los Gatos,CA,3397273,Estable,94.6,5.7,12.4,4.7,-4.0
48166,Newport,MI,205240,Estable,94.6,1.8,2.8,3.0,-2.8
39667,Tylertown,MS,150893,Estable,94.6,3.2,3.8,12.4,-4.4
50327,Pleasant Hill,IA,314611,Estable,94.6,2.5,3.3,2.2,-6.7
45122,Goshen,OH,282515,Estable,94.6,6.3,2.9,3.4,-1.9
5001,Hartford,VT,385969,Estable,94.6,4.3,4.8,8.2,-9.9
62095,Wood River,IL,121609,Estable,94.6,4.0,1.6,4.8,-0.1
54923,Berlin,WI,220797,Estable,94.6,7.2,3.1,4.1,-4.9
48131,Dundee,MI,271589,Estable,94.6,1.0,3.1,2.8,-1.3
61282,Silvis,IL,150935,Estable,94.6,3.9,2.0,6.1,0.8
46711,Berne,IN,228248,Estable,94.6,6.6,3.3,1.2,-3.9
95683,Sloughhouse,CA,714058,Estable,94.6,2.8,5.2,0.2,-6.7
48849,Lake Odessa,MI,234824,Estable,94.6,6.0,2.6,4.8,-1.7
40312,Clay City,KY,161504,Estable,94.6,8.3,3.8,7.6,-10.1
29805,Aiken,SC,214731,Estable,94.6,5.4,2.7,2.8,-2.3
49631,Evart,MI,174372,Estable,94.6,6.7,3.5,23.8,-5.5
43947,Shadyside,OH,139110,Estable,94.6,1.5,2.3,7.2,-2.5
59634,Clancy,MT,627126,Estable,94.6,6.1,4.7,2.7,-11.8
40008,Bloomfield,KY,247270,Estable,94.6,7.2,3.3,4.5,-4.8
20135,Bluemont,VA,610986,Estable,94.6,5.8,5.0,4.4,-2.2
11724,Cold Spring Harbor,NY,1770422,Estable,94.6,8.1,6.7,2.8,-8.7
77335,,TX,141119,Estable,94.6,8.4,2.4,11.8,-11.0
3753,Grantham,NH,484079,Estable,94.6,6.0,3.7,27.1,-10.3
71933,Bonnerdale,AR,246611,Estable,94.6,5.0,4.4,7.3,-0.8
63869,,MO,107643,Estable,94.6,6.1,2.0,8.9,-3.0
41033,Demossville,KY,244527,Estable,94.6,7.2,2.2,11.4,-6.5
69356,Minatare,NE,198774,Estable,94.6,5.8,2.5,8.2,-1.3
12523,Elizaville,NY,390110,Estable,94.6,3.9,6.6,13.3,-8.9
97465,Port Orford,OR,381525,Estable,94.6,5.3,9.3,13.9,-7.6
15015,Bradfordwoods,PA,485310,Estable,94.6,4.5,2.7,1.0,-0.2
48727,Clifford,MI,194190,Estable,94.6,4.4,3.0,6.2,-1.1
12950,Lewis,NY,191359,Estable,94.6,7.3,2.3,11.1,-7.8
74644,Marland,OK,129875,Estable,94.6,3.9,2.4,9.7,-6.8
12923,Churubusco,NY,149942,Estable,94.6,2.9,2.7,12.5,-1.9
89439,Verdi,NV,796603,Estable,94.6,4.9,3.6,4.4,-11.3
68406,Milligan,NE,163164,Estable,94.6,6.4,2.3,19.7,-6.0
59065,,MT,1020401,Estable,94.6,8.6,8.0,54.8,-12.2
55304,Andover,MN,439483,Estable,94.5,2.7,3.3,0.6,-7.0
87123,Albuquerque,NM,330388,Estable,94.5,3.2,4.9,2.7,-8.2
92337,Fontana,CA,626682,Estable,94.5,3.5,5.5,0.6,-8.2
79707,Midland,TX,406361,Estable,94.5,4.0,3.8,1.3,1.9
1876,Tewksbury,MA,656133,Estable,94.5,5.3,4.5,1.2,0.0
21209,Baltimore,MD,429445,Estable,94.5,2.5,4.6,1.6,-4.7
8619,Trenton,NJ,424058,Estable,94.5,6.1,3.4,1.5,-2.1
37801,Maryville,TN,390228,Estable,94.5,5.2,4.8,3.6,-10.9
89178,Las Vegas,NV,494220,Estable,94.5,5.5,4.5,1.6,-12.9
77662,Vidor,TX,170903,Estable,94.5,2.5,2.6,7.4,-4.7
64030,Grandview,MO,206422,Estable,94.5,2.5,3.5,2.8,-6.8
84093,Sandy,UT,764785,Estable,94.5,4.8,5.5,1.1,-11.2
74021,Collinsville,OK,274125,Estable,94.5,3.2,2.8,2.8,-8.6
89169,Las Vegas,NV,293660,Estable,94.5,4.4,6.9,18.1,-9.9
63501,Kirksville,MO,168016,Estable,94.5,3.0,2.8,9.1,-1.8
39648,McComb,MS,91373,Estable,94.5,3.6,2.4,11.2,-7.4
28139,Rutherfordton,NC,241991,Estable,94.5,3.9,4.4,5.9,-9.3
57110,Sioux Falls,SD,421215,Estable,94.5,3.5,4.5,1.3,-8.3
31903,Columbus,GA,71616,Estable,94.5,6.8,2.1,9.3,-10.9
49345,Sparta,MI,314573,Estable,94.5,6.9,3.3,1.2,-4.7
71047,Keithville,LA,207035,Estable,94.5,3.9,3.4,4.8,0.7
74033,Glenpool,OK,230141,Estable,94.5,2.9,2.8,0.8,-8.3
23024,Bumpass,VA,428520,Estable,94.5,6.5,3.9,7.7,-3.1
6607,Bridgeport,CT,272561,Estable,94.5,3.8,4.9,3.1,-7.7
3244,Hillsborough,NH,382089,Estable,94.5,7.4,3.5,9.4,-6.5
41073,Bellevue,KY,224761,Estable,94.5,6.3,3.1,3.6,-3.0
35578,Nauvoo,AL,105684,Estable,94.5,4.2,1.9,5.7,-3.7
37846,Philadelphia,TN,264700,Estable,94.5,2.6,3.3,4.6,-4.2
20117,Middleburg,VA,1110195,Estable,94.5,7.6,6.7,7.4,-6.9
66935,Belleville,KS,105327,Estable,94.5,5.8,1.7,13.2,-3.7
59422,Choteau,MT,276222,Estable,94.5,6.3,3.9,8.5,-12.1
57451,Ipswich,SD,275577,Estable,94.5,7.6,3.0,2.8,-7.8
4986,Thorndike,ME,224039,Estable,94.5,4.0,2.9,4.6,-2.5
13363,Lee Center,NY,240491,Estable,94.5,3.4,2.5,3.9,0.7
14782,Sinclairville,NY,151780,Estable,94.5,6.6,2.2,13.2,-5.4
8732,Island Heights,NJ,626559,Estable,94.5,6.8,4.9,6.7,-3.5
12592,Wassaic,NY,406567,Estable,94.5,7.1,5.0,6.4,-4.2
74944,McCurtain,OK,158814,Estable,94.5,5.5,3.6,5.9,-12.2
67330,Altamont,KS,134773,Estable,94.5,7.1,2.1,2.8,-7.9
18451,Paupack,PA,403087,Estable,94.5,6.5,3.6,57.4,-10.7
65333,Houstonia,MO,227293,Estable,94.5,2.4,3.7,9.2,-3.2
37028,Bumpus Mills,TN,202089,Estable,94.5,6.1,3.2,27.6,-4.2
80810,Cheyenne Wells,CO,199195,Estable,94.5,4.3,2.6,7.9,-9.8
55702,Alborn,MN,221977,Estable,94.5,2.6,2.8,29.6,-5.5
49320,Chippewa Lake,MI,193731,Estable,94.5,7.1,2.6,87.7,-6.4
96128,Standish,CA,301895,Estable,94.5,3.0,3.4,1.2,-4.9
44250,Lakemore,OH,112378,Estable,94.5,2.9,1.8,8.9,-1.5
13615,Brownville,NY,211733,Estable,94.5,5.4,2.4,10.8,-1.0
48103,Ann Arbor,MI,504259,Estable,94.4,4.7,3.9,2.4,-0.2
57106,Sioux Falls,SD,323208,Estable,94.4,3.5,3.9,0.8,-8.8
72701,Fayetteville,AR,370398,Estable,94.4,4.3,6.8,4.5,-9.3
11237,New York,NY,1028591,Estable,94.4,4.7,12.0,2.4,-3.2
10019,New York,NY,1178803,Estable,94.4,3.4,10.2,14.4,-1.1
72756,Rogers,AR,332217,Estable,94.4,4.7,4.2,4.5,-10.9
11222,New York,NY,1380339,Estable,94.4,4.5,10.6,4.0,-5.3
92508,Riverside,CA,772881,Estable,94.4,3.6,4.9,0.3,-8.4
6489,Southington,CT,412467,Estable,94.4,5.7,2.8,2.2,-1.0
8330,Mays Landing,NJ,303684,Estable,94.4,6.5,3.1,2.7,-4.3
22312,Lincolnia,VA,628552,Estable,94.4,5.2,5.4,2.9,1.0
55105,Saint Paul,MN,453118,Estable,94.4,1.6,4.0,2.3,-1.8
19130,Philadelphia,PA,423490,Estable,94.4,1.6,3.8,5.3,-0.7
43605,Toledo,OH,61060,Estable,94.4,5.4,1.5,8.3,-3.1
40741,London,KY,171969,Estable,94.4,2.8,2.7,5.6,-7.7
2067,Sharon,MA,860112,Estable,94.4,5.4,4.0,1.1,-0.3
63601,Park Hills,MO,154253,Estable,94.4,6.5,2.4,7.1,-7.1
94542,Hayward,CA,1276640,Estable,94.4,4.1,8.9,2.5,-5.1
13669,Ogdensburg,NY,111524,Estable,94.4,5.9,1.5,9.3,-3.2
10606,White Plains,NY,750670,Estable,94.4,4.7,5.8,2.8,1.1
33170,Miami,FL,581099,Estable,94.4,7.0,7.3,2.7,-11.1
71269,Rayville,LA,178156,Estable,94.4,2.8,3.3,6.1,0.2
14301,Niagara Falls,NY,110021,Estable,94.4,8.7,2.7,11.9,-12.2
10005,New York,NY,1110023,Estable,94.4,2.8,5.5,14.5,-1.8
76273,Whitesboro,TX,352843,Estable,94.4,5.1,4.2,1.4,-11.9
41653,Prestonsburg,KY,126411,Estable,94.4,6.5,2.7,6.2,-4.9
31510,Alma,GA,144218,Estable,94.4,5.5,2.4,7.7,-5.4
77480,Sweeny,TX,232752,Estable,94.4,3.1,3.6,5.5,-7.2
82834,Buffalo,WY,388111,Estable,94.4,5.0,5.8,6.4,-11.6
25276,Spencer,WV,114501,Estable,94.4,5.7,2.9,10.8,-3.6
39652,Magnolia,MS,93698,Estable,94.4,5.2,3.1,8.4,-7.6
8886,Stewartsville,NJ,479862,Estable,94.4,6.4,2.6,0.0,-4.0
54801,Trego,WI,279695,Estable,94.4,6.0,4.4,31.9,-11.3
48005,Armada,MI,354231,Estable,94.4,6.4,2.9,0.7,-2.3
60456,Hometown,IL,199562,Estable,94.4,5.8,2.9,0.0,-2.1
98232,Bow,WA,828590,Estable,94.4,3.7,7.8,5.5,-7.4
36280,Woodland,AL,207938,Estable,94.4,6.3,2.7,11.6,-6.5
28669,Roaring River,NC,186358,Estable,94.4,8.2,3.6,7.8,-13.0
3584,Lancaster,NH,292121,Estable,94.4,8.0,2.8,8.0,-11.9
50583,Sac City,IA,134407,Estable,94.4,8.3,1.9,9.1,-9.4
61084,Stillman Valley,IL,262736,Estable,94.4,2.7,2.7,4.9,-6.4
39662,Ruth,MS,152599,Estable,94.4,2.8,4.5,7.6,-4.3
60963,Rossville,IL,107394,Estable,94.4,4.8,1.4,6.2,-1.6
84645,,UT,563761,Estable,94.4,5.5,5.7,1.2,-12.4
61259,Illinois City,IL,268085,Estable,94.4,1.7,2.8,6.1,1.1
52346,Van Horne,IA,267096,Estable,94.4,6.4,2.2,2.0,-2.4
12814,Bolton Landing,NY,759928,Estable,94.4,7.0,5.6,100.0,-9.4
29114,Olanta,SC,114351,Estable,94.4,5.9,2.3,11.7,-7.3
12733,Fallsburg,NY,308788,Estable,94.4,6.7,3.6,60.1,-9.2
59483,Sun River,MT,460315,Estable,94.4,8.6,3.7,6.5,-11.3
64430,Clarksdale,MO,243074,Estable,94.4,7.2,2.8,2.4,-7.5
92368,Oro Grande,CA,269784,Estable,94.4,6.3,3.4,7.1,-13.4
21677,Church Creek,MD,458494,Estable,94.4,6.8,3.7,12.7,-4.8
14884,Swain,NY,134704,Estable,94.4,6.4,2.2,36.6,-6.1
43033,Kirkersville,OH,238114,Estable,94.4,2.1,3.1,2.7,-4.2
45062,Seven Mile,OH,194716,Estable,94.4,3.4,3.3,0.0,-0.8
7302,Jersey City,NJ,888230,Estable,94.3,2.5,5.1,3.8,-2.1
93036,Oxnard,CA,786879,Estable,94.3,2.8,7.2,1.3,-3.7
93401,San Luis Obispo,CA,1053420,Estable,94.3,3.4,10.0,3.0,-4.9
33167,Westview,FL,479862,Estable,94.3,5.7,6.8,1.4,-9.5
49684,Traverse City,MI,479480,Estable,94.3,4.6,5.7,7.5,-10.1
53089,Lisbon,WI,512313,Estable,94.3,5.9,3.9,0.6,-1.0
19734,Townsend,DE,462351,Estable,94.3,2.8,3.3,1.7,-7.8
42728,Columbia,KY,165164,Estable,94.3,6.2,3.2,8.8,-12.7
46394,Whiting,IN,199738,Estable,94.3,2.4,2.7,4.0,-5.0
44141,Brecksville,OH,407367,Estable,94.3,6.0,2.8,3.5,-1.3
55328,Delano,MN,434485,Estable,94.3,2.9,3.6,0.6,-7.4
98596,Winlock,WA,444924,Estable,94.3,5.4,5.4,1.7,-8.9
84653,Salem,UT,651440,Estable,94.3,4.9,5.6,0.4,-11.4
38852,Iuka,MS,201066,Estable,94.3,7.4,4.1,9.3,-6.1
64112,Kansas City,MO,405826,Estable,94.3,2.1,3.8,13.7,-1.2
12090,Hoosick Falls,NY,212198,Estable,94.3,7.0,2.7,7.7,-4.8
15133,McKeesport,PA,121303,Estable,94.3,3.0,1.7,4.3,-7.2
4457,Lincoln,ME,204495,Estable,94.3,7.2,3.4,13.4,-5.7
80807,Burlington,CO,227736,Estable,94.3,6.3,3.4,8.2,-11.1
3034,Candia,NH,547078,Estable,94.3,7.0,3.9,0.2,-4.1
56468,Nisswa,MN,583075,Estable,94.3,5.7,5.2,39.9,-11.1
4037,Fryeburg,ME,333056,Estable,94.3,4.0,5.7,16.0,-9.5
29940,Seabrook,SC,400393,Estable,94.3,3.8,7.1,9.2,-3.8
65452,Crocker,MO,183773,Estable,94.3,7.7,2.7,10.2,-8.0
12121,Melrose,NY,322231,Estable,94.3,6.7,2.4,3.3,-4.0
73433,,OK,177087,Estable,94.3,4.1,2.5,7.1,-10.6
61858,Oakwood,IL,152620,Estable,94.3,4.3,2.5,4.1,0.5
12776,Roscoe,NY,289476,Estable,94.3,4.3,3.4,55.0,-9.5
54817,Birchwood,WI,339481,Estable,94.3,6.0,3.7,67.8,-11.7
24472,Raphine,VA,341217,Estable,94.3,6.1,6.1,2.0,-2.1
58563,New Salem,ND,217266,Estable,94.3,6.5,2.9,9.5,-6.3
57445,Groton,SD,232272,Estable,94.3,6.0,2.9,5.8,-2.7
22454,Dunnsville,VA,282229,Estable,94.3,3.1,5.5,16.4,-6.8
27507,Bullock,NC,243207,Estable,94.3,2.5,1.9,6.9,-2.8
12066,Esperance,NY,269588,Estable,94.3,6.6,3.4,5.1,-3.7
24312,Austinville,VA,152553,Estable,94.3,2.1,3.6,18.9,-3.0
22742,Sumerduck,VA,500885,Estable,94.3,6.1,4.5,0.0,-1.5
97347,Grand Ronde,OR,444187,Estable,94.3,4.6,10.3,10.7,-7.1
82442,Ten Sleep,WY,333464,Estable,94.3,7.5,7.3,14.2,-7.6
63966,Wappapello,MO,127020,Estable,94.3,4.7,2.3,27.2,-10.5
14030,Chaffee,NY,241219,Estable,94.3,6.1,2.6,2.3,-2.0
12765,Neversink,NY,291795,Estable,94.3,6.7,3.6,5.4,-8.7
62947,Herod,IL,164517,Estable,94.3,1.5,3.2,24.1,1.6
10003,New York,NY,1329671,Estable,94.2,3.3,9.9,10.5,-3.2
92025,Escondido,CA,852282,Estable,94.2,4.4,10.6,1.5,-6.3
97219,Portland,OR,639925,Estable,94.2,3.0,5.4,1.7,-5.1
97322,Albany,OR,400719,Estable,94.2,3.4,5.5,1.2,-8.2
48089,Warren,MI,126467,Estable,94.2,4.4,2.2,3.5,-11.0
91030,South Pasadena,CA,1630016,Estable,94.2,3.0,11.2,2.4,-1.0
91504,Burbank,CA,1244054,Estable,94.2,3.3,11.1,2.1,-5.0
36507,Bay Minette,AL,217154,Estable,94.2,2.9,4.2,4.6,-5.7
45414,Dayton,OH,169115,Estable,94.2,6.7,2.8,1.7,-4.6
87701,Las Vegas,NM,217721,Estable,94.2,7.2,4.3,9.1,-4.8
16701,Bradford,PA,100887,Estable,94.2,3.8,1.5,4.5,-0.7
53818,Platteville,WI,242955,Estable,94.2,6.7,4.0,2.8,-3.8
26041,Moundsville,WV,120975,Estable,94.2,3.6,2.1,6.5,1.1
49007,Kalamazoo,MI,114996,Estable,94.2,4.0,2.6,8.2,-0.9
50022,Atlantic,IA,152557,Estable,94.2,7.1,2.3,4.6,-5.0
29449,Hollywood,SC,521412,Estable,94.2,4.4,7.0,8.9,-10.3
31771,,GA,165947,Estable,94.2,1.9,2.6,2.0,-1.2
12986,Tupper Lake,NY,206618,Estable,94.2,7.5,3.1,24.6,-11.1
43460,Rossford,OH,191832,Estable,94.2,4.8,2.4,0.9,-0.4
56013,Blue Earth,MN,167359,Estable,94.2,4.2,2.4,4.1,-10.2
71744,,AR,124943,Estable,94.2,3.0,1.9,20.0,-0.7
79081,Spearman,TX,130651,Estable,94.2,4.9,2.1,10.9,-4.2
66409,Berryton,KS,352756,Estable,94.2,6.9,3.0,1.8,-5.1
1541,Princeton,MA,627491,Estable,94.2,6.4,3.6,2.4,-1.9
61422,Bushnell,IL,74733,Estable,94.2,6.4,1.2,10.6,-6.5
4254,Livermore Falls,ME,212249,Estable,94.2,2.8,4.1,5.4,-6.2
4355,Readfield,ME,343335,Estable,94.2,5.3,3.3,13.5,-4.8
55760,McGregor,MN,264783,Estable,94.2,6.6,4.0,75.9,-10.7
36028,Dozier,AL,163802,Estable,94.2,4.4,3.9,20.6,-9.6
55768,Mountain Iron,MN,191413,Estable,94.2,2.0,2.2,4.0,-4.2
50002,Adair,IA,186613,Estable,94.2,7.3,2.1,4.9,-6.4
42634,Burnside,KY,79344,Estable,94.2,7.1,3.3,7.6,-15.8
30555,McCaysville,GA,320533,Estable,94.2,4.4,7.0,7.3,-5.1
49689,Wellston,MI,151518,Estable,94.2,6.5,2.4,49.9,-10.8
23084,Columbia,VA,388006,Estable,94.2,6.4,5.9,2.7,-2.1
42713,Bonnieville,KY,154417,Estable,94.2,6.7,3.6,8.5,-7.1
54875,Springbrook,WI,229197,Estable,94.2,4.4,4.0,20.3,-10.4
76690,Meridian,TX,244572,Estable,94.2,4.2,5.8,16.9,-8.1
4556,Edgecomb,ME,405040,Estable,94.2,3.5,4.2,15.4,-7.9
93201,Alpaugh,CA,204065,Estable,94.2,7.3,3.7,6.3,-7.0
54563,,WI,231433,Estable,94.2,7.5,2.5,17.9,-7.5
45696,Willow Wood,OH,125381,Estable,94.2,2.6,3.8,12.1,1.0
68014,Linwood,NE,231225,Estable,94.2,6.6,2.4,2.6,-4.3
45389,Christiansburg,OH,149713,Estable,94.2,6.5,1.8,4.1,-8.3
29615,Greenville,SC,417571,Estable,94.1,4.5,5.2,4.0,-9.2
27262,High Point,NC,206768,Estable,94.1,2.5,3.0,4.7,-6.7
75205,Highland Park,TX,1955780,Estable,94.1,6.8,9.1,4.6,-12.0
30707,Chickamauga,GA,256745,Estable,94.1,2.7,3.3,3.4,-6.8
12308,Schenectady,NY,247910,Estable,94.1,7.2,3.6,3.5,-5.5
74960,Stilwell,OK,152643,Estable,94.1,6.2,2.9,5.8,-13.4
27882,Spring Hope,NC,242249,Estable,94.1,3.3,4.0,9.2,-8.4
50220,Perry,IA,163910,Estable,94.1,3.4,2.2,3.4,-8.7
3276,Northfield,NH,407220,Estable,94.1,6.9,4.3,5.4,-5.0
14141,Springville,NY,245728,Estable,94.1,6.1,3.0,6.0,-1.6
28759,Mills River,NC,546399,Estable,94.1,4.5,5.7,4.4,-10.9
71322,Bunkie,LA,103976,Estable,94.1,5.4,5.1,15.2,-8.8
47353,Liberty,IN,178531,Estable,94.1,5.8,2.0,6.4,-2.8
58237,Grafton,ND,163011,Estable,94.1,7.7,2.3,4.4,-8.4
72042,De Witt,AR,122828,Estable,94.1,5.1,2.0,8.4,-2.8
36049,Luverne,AL,141836,Estable,94.1,6.8,2.5,9.5,-5.9
15112,East Pittsburgh,PA,90591,Estable,94.1,3.6,1.8,9.3,-4.6
36035,,AL,146342,Estable,94.1,3.7,2.9,13.4,-7.4
29810,Allendale,SC,68924,Estable,94.1,2.6,2.7,15.9,-4.6
70372,Labadieville,LA,143201,Estable,94.1,2.5,3.3,8.0,0.2
97417,Canyonville,OR,266770,Estable,94.1,3.0,5.3,4.6,-6.9
36578,Stapleton,AL,290929,Estable,94.1,2.9,3.6,10.8,-6.0
63748,Frohna,MO,254753,Estable,94.1,7.2,3.7,6.6,-4.6
43930,Hammondsville,OH,181802,Estable,94.1,4.5,2.9,7.5,0.0
78946,Ledbetter,TX,465054,Estable,94.1,3.5,7.1,19.3,-4.5
61375,Varna,IL,194705,Estable,94.1,4.9,2.3,20.8,-12.0
73738,Garber,OK,96453,Estable,94.1,4.2,1.3,9.1,0.5
20687,Scotland,MD,350951,Estable,94.1,4.9,3.6,27.2,-0.7
26270,Bowden,WV,137710,Estable,94.1,6.2,2.2,9.7,-3.4
69150,Madrid,NE,228833,Estable,94.1,3.4,2.5,10.0,0.3
67762,Weskan,KS,172777,Estable,94.1,8.3,3.4,6.0,-9.7
54212,Fish Creek,WI,541637,Estable,94.1,6.8,5.4,92.5,-11.4
2148,Malden,MA,668618,Estable,94.0,4.7,6.2,2.6,1.4
98105,Seattle,WA,1168468,Estable,94.0,3.8,14.5,5.0,-4.7
55119,Saint Paul,MN,294639,Estable,94.0,2.0,3.6,1.5,-3.9
24112,Martinsville,VA,127316,Estable,94.0,8.2,2.4,10.2,-10.5
98531,Centralia,WA,385681,Estable,94.0,3.3,5.8,1.8,-7.6
19973,Seaford,DE,301466,Estable,94.0,2.9,4.5,3.1,-6.0
49301,Ada,MI,606543,Estable,94.0,7.2,3.1,1.0,-5.6
30474,Vidalia,GA,180715,Estable,94.0,5.3,2.9,5.0,-3.6
62918,Carterville,IL,189570,Estable,94.0,5.7,2.4,3.8,-0.7
35228,Midfield,AL,84270,Estable,94.0,4.8,1.7,5.9,-11.3
51442,Denison,IA,172985,Estable,94.0,4.6,2.5,3.0,-10.3
37757,Jacksboro,TN,278269,Estable,94.0,6.1,3.7,5.3,-10.1
29335,Enoree,SC,193153,Estable,94.0,6.6,3.4,4.8,-3.7
5461,Hinesburg,VT,540222,Estable,94.0,2.2,4.4,1.3,-3.6
96013,Burney,CA,218092,Estable,94.0,3.5,4.1,9.6,-8.0
23421,Parksley,VA,209371,Estable,94.0,5.5,3.3,8.2,-0.7
54945,Iola,WI,261267,Estable,94.0,6.6,3.5,11.0,-3.7
30576,Tiger,GA,394913,Estable,94.0,4.8,4.7,18.8,-10.1
43469,Woodville,OH,214424,Estable,94.0,6.3,2.2,2.3,-2.5
3870,Rye,NH,1229297,Estable,94.0,6.0,8.1,9.5,-5.9
21631,East New Market,MD,333006,Estable,94.0,2.7,4.6,4.7,-4.5
66748,Humboldt,KS,114212,Estable,94.0,7.3,1.8,8.6,-8.6
61540,Lacon,IL,120199,Estable,94.0,1.8,1.5,4.6,-3.2
31019,Dexter,GA,207078,Estable,94.0,3.2,4.2,4.9,-7.6
17101,Harrisburg,PA,221173,Estable,94.0,2.3,2.9,7.1,-0.3
68376,Humboldt,NE,136472,Estable,94.0,8.3,2.2,12.0,-13.3
22831,Hinton,VA,247790,Estable,94.0,2.3,4.3,0.0,-1.2
13835,Richford,NY,163705,Estable,94.0,5.9,2.1,7.2,-2.5
