RegionName,Ciudad,Estado,Precio_Actual,Clasificacion,Confianza_%,Crecimiento_2025_%,Asequibilidad,Vacancia_%,Impulso_Mercado_%,Latitude,Longitude
30471,,GA,133271,Estable,90.9,5.2,2.9,8.0,-0.8,32.6129,-82.1979
14521,Ovid,NY,245108,Estable,90.9,7.6,3.6,11.6,-6.7,42.6898,-76.7941
30731,Menlo,GA,263425,Estable,90.9,3.3,4.8,16.2,-7.1,34.5864,-85.4774
42337,Drakesboro,KY,97012,Estable,90.9,7.1,3.1,7.1,-8.4,37.2136,-87.048
20198,The Plains,VA,902627,Estable,90.9,3.5,10.3,11.2,-6.4,38.8707,-77.7608
11964,Shelter Island,NY,1619476,Estable,90.9,8.9,11.0,48.5,-9.8,41.064,-72.3366
49884,Shingleton,MI,170582,Estable,90.9,4.1,4.1,26.1,1.1,46.3512,-86.4823
97733,,OR,392510,Estable,90.9,6.2,7.2,150.7,-5.0,43.4442,-121.7109
63848,,MO,65790,Estable,90.9,4.5,1.1,11.8,0.5,36.4538,-89.9135
24290,Weber City,VA,155115,Estable,90.9,6.2,2.2,7.2,-3.9,36.6137,-82.5618
28766,Penrose,NC,419781,Estable,90.9,5.8,6.2,10.8,-12.0,35.2524,-82.6222
54488,Unity,WI,198839,Estable,90.9,4.3,2.7,4.1,1.0,44.8227,-90.3221
64035,Hardin,MO,183081,Estable,90.9,6.9,1.9,1.9,-5.7,39.3504,-93.8409
66418,Mayetta,KS,256651,Estable,90.9,7.0,2.9,2.8,-11.0,39.2655,-95.9608
13360,Inlet,NY,361693,Estable,90.9,5.6,2.7,386.5,-7.9,43.748,-74.7846
11233,New York,NY,914873,Estable,90.8,4.1,14.6,2.0,-4.5,40.6784,-73.9211
92009,Carlsbad,CA,1546573,Estable,90.8,6.3,8.1,1.9,-10.0,33.0954,-117.2619
10454,New York,NY,770125,Estable,90.8,6.5,27.4,1.2,-3.9,40.8085,-73.9198
95340,Merced,CA,409104,Estable,90.8,3.8,6.0,2.5,-9.6,37.2983,-120.4649
6770,Naugatuck,CT,328051,Estable,90.8,6.7,3.0,1.9,-4.1,,
15212,Pittsburgh,PA,172532,Estable,90.8,1.8,2.7,6.9,-2.3,40.4406,-79.9959
55116,Saint Paul,MN,432195,Estable,90.8,1.6,4.9,2.6,-1.7,44.914,-93.1727
33168,North Miami,FL,477103,Estable,90.8,4.0,7.1,1.5,-10.3,25.8902,-80.2101
27244,Elon,NC,314904,Estable,90.8,4.3,4.1,4.9,-11.0,36.1029,-79.5067
35045,Clanton,AL,204448,Estable,90.8,3.4,3.2,2.0,-9.6,32.8355,-86.6425
42765,Munfordville,KY,185326,Estable,90.8,7.8,3.2,3.2,-8.0,37.2898,-85.9201
26426,Salem,WV,120721,Estable,90.8,5.7,2.2,7.5,-0.6,39.2829,-80.559
31822,Pine Mountain,GA,292578,Estable,90.8,7.1,3.9,6.4,-4.0,32.8735,-84.896
60163,Berkeley,IL,280900,Estable,90.8,6.3,3.0,1.1,-2.0,41.8888,-87.909
35541,Arley,AL,451939,Estable,90.8,4.3,9.3,22.5,-8.4,34.0632,-87.1828
8751,Seaside Heights,NJ,675856,Estable,90.8,7.2,7.5,93.5,-5.3,,
37694,Watauga,TN,228986,Estable,90.8,4.7,3.2,6.8,-1.5,36.3702,-82.2683
4095,Newfield,ME,380494,Estable,90.8,2.9,5.9,32.6,-3.0,,
8019,Chatsworth,NJ,437060,Estable,90.8,5.8,2.3,3.6,-1.5,,
13694,Waddington,NY,170806,Estable,90.8,7.4,2.0,6.6,-6.4,44.8564,-75.2049
44251,,OH,346182,Estable,90.8,6.7,2.6,3.4,-3.5,41.0288,-81.9283
54927,Winneconne,WI,310188,Estable,90.8,7.4,2.5,4.0,-6.1,44.1031,-88.6539
43157,Thurston,OH,184060,Estable,90.8,1.3,3.4,6.3,0.6,39.8427,-82.5462
11249,New York,NY,1445111,Estable,90.7,2.9,12.0,2.9,-4.5,40.6451,-73.945
91205,Glendale,CA,854018,Estable,90.7,3.4,13.6,2.4,-5.0,34.1378,-118.2425
23116,Mechanicsville,VA,487449,Estable,90.7,5.0,3.0,0.6,0.9,37.6691,-77.3294
73701,Enid,OK,75570,Estable,90.7,2.7,1.3,7.6,6.9,36.4028,-97.8623
89106,Las Vegas,NV,349390,Estable,90.7,5.5,8.3,4.2,-11.8,36.1847,-115.1617
2116,Boston,MA,1325683,Estable,90.7,3.3,10.4,11.7,-2.8,,
29627,Belton,SC,251142,Estable,90.7,6.5,3.6,5.1,-3.6,34.5087,-82.5101
11004,New York,NY,600561,Estable,90.7,3.5,6.5,2.1,-6.7,40.7481,-73.7114
29180,Winnsboro,SC,150984,Estable,90.7,3.8,4.1,11.9,-10.1,34.381,-81.109
63383,Warrenton,MO,284157,Estable,90.7,5.6,3.4,2.5,-0.2,38.805,-91.174
38751,Indianola,MS,100992,Estable,90.7,5.8,2.3,5.7,-3.0,33.451,-90.6551
45225,Cincinnati,OH,109807,Estable,90.7,7.1,4.1,6.0,-5.5,39.1447,-84.5533
38075,Whiteville,TN,173110,Estable,90.7,3.0,3.1,2.5,-4.3,35.3191,-89.1337
99326,Connell,WA,325428,Estable,90.7,2.9,4.2,1.4,-7.8,46.6643,-118.8545
72106,Mayflower,AR,205129,Estable,90.7,6.1,3.2,7.0,-1.1,34.9669,-92.4001
72632,Eureka Springs,AR,312059,Estable,90.7,3.4,6.3,17.1,-7.5,36.4175,-93.7379
62428,Greenup,IL,141152,Estable,90.7,2.5,2.5,6.5,4.2,39.274,-88.1246
62922,Creal Springs,IL,205312,Estable,90.7,2.2,2.6,12.0,2.7,37.6195,-88.8367
35172,,AL,179989,Estable,90.7,3.2,4.6,6.2,-8.1,33.819,-86.7434
62958,Makanda,IL,169467,Estable,90.7,6.4,2.3,6.0,-3.0,37.6176,-89.209
24271,Nickelsville,VA,171846,Estable,90.7,4.5,2.6,16.5,-1.7,36.7502,-82.4202
49885,Skandia,MI,208910,Estable,90.7,3.2,2.7,17.1,-9.1,46.349,-87.2481
61377,Wenona,IL,123620,Estable,90.7,3.6,2.5,4.6,-10.0,41.0548,-89.0416
52580,Packwood,IA,148169,Estable,90.7,7.0,3.2,4.2,-5.3,41.1228,-92.0664
12847,Long Lake,NY,304537,Estable,90.7,5.0,3.9,127.4,-8.6,43.9477,-74.4662
97522,Butte Falls,OR,313893,Estable,90.7,4.4,6.7,4.3,-9.6,42.5492,-122.5638
95956,Meadow Valley,CA,286043,Estable,90.7,2.9,4.6,64.8,-5.2,39.9296,-121.0608
17080,Pillow,PA,135853,Estable,90.7,4.9,2.0,2.4,-1.2,40.6392,-76.8029
12791,Youngsville,NY,268356,Estable,90.6,8.3,2.7,19.9,-12.2,41.8032,-74.8888
11201,New York,NY,1329769,Estable,90.6,3.8,9.2,4.4,-8.0,40.694,-73.9903
60638,Chicago,IL,303165,Estable,90.6,5.6,3.1,1.4,0.4,41.7814,-87.7705
92307,Apple Valley,CA,459954,Estable,90.6,4.0,5.8,1.3,-9.8,34.5291,-117.2132
97603,Klamath Falls,OR,314610,Estable,90.6,3.6,4.6,2.0,-9.1,42.1919,-121.7241
92110,San Diego,CA,1019211,Estable,90.6,3.8,8.9,2.7,-8.1,32.7635,-117.2028
60005,Arlington Heights,IL,396165,Estable,90.6,5.2,3.5,3.1,0.6,42.0639,-87.9856
7203,Roselle,NJ,496551,Estable,90.6,6.5,5.0,1.0,-2.8,,
24701,Bluefield,WV,114117,Estable,90.6,7.2,2.2,9.5,-6.9,37.2698,-81.2223
38478,Pulaski,TN,242969,Estable,90.6,4.4,3.8,8.0,-11.0,35.2093,-87.0393
41035,Dry Ridge,KY,274002,Estable,90.6,6.7,3.5,2.3,-3.1,38.7049,-84.6237
72160,Stuttgart,AR,124180,Estable,90.6,5.4,2.2,11.7,-2.3,34.4854,-91.5487
8270,Woodbine,NJ,312845,Estable,90.6,5.9,3.0,6.8,-1.7,,
38059,Newbern,TN,189954,Estable,90.6,6.2,2.9,2.1,-1.7,36.1009,-89.2514
35042,Centreville,AL,213567,Estable,90.6,3.2,4.2,8.6,-8.3,32.9503,-87.1192
43334,Marengo,OH,324631,Estable,90.6,7.4,3.6,1.6,-5.7,40.3895,-82.8121
47243,Hanover,IN,198751,Estable,90.6,6.9,2.6,4.4,-4.9,38.7138,-85.4763
98236,Clinton,WA,730638,Estable,90.6,3.8,6.9,10.1,-9.5,47.9508,-122.3916
65704,Mansfield,MO,212372,Estable,90.6,8.8,4.5,3.6,-15.5,37.1273,-92.5936
64843,Goodman,MO,196810,Estable,90.6,7.8,3.4,5.7,-7.0,36.7323,-94.3986
16406,Conneautville,PA,158024,Estable,90.6,3.6,2.5,5.6,-9.9,41.7455,-80.3445
30410,,GA,190820,Estable,90.6,2.0,2.3,5.1,-3.3,32.2143,-82.4762
24174,Thaxton,VA,209571,Estable,90.6,6.2,3.3,7.4,-1.2,37.36,-79.6522
49622,Central Lake,MI,336977,Estable,90.6,5.1,4.8,30.4,-12.2,45.0748,-85.2673
39096,Fayette,MS,154326,Estable,90.6,6.8,4.7,10.2,-7.0,31.8383,-91.0957
27814,Blounts Creek,NC,189377,Estable,90.6,6.6,2.1,28.8,-3.4,35.382,-76.925
4219,Woodstock,ME,252613,Estable,90.6,2.8,3.6,46.4,-6.1,,
42021,Clinton,KY,100904,Estable,90.6,7.2,1.6,12.3,-6.4,36.7903,-89.0128
47223,Butlerville,IN,199082,Estable,90.6,6.1,1.9,1.5,-4.2,39.0491,-85.4789
43356,Waldo,OH,284882,Estable,90.6,6.6,2.5,1.8,-3.0,40.4605,-83.0706
64763,Lowry City,MO,147543,Estable,90.6,4.6,2.9,7.9,-11.8,38.1404,-93.7114
42349,Horse Branch,KY,116298,Estable,90.6,3.1,1.8,4.6,2.9,37.4234,-86.6987
13757,East Meredith,NY,283120,Estable,90.6,7.7,3.5,14.6,-6.5,42.4101,-74.8987
72544,Henderson,AR,198192,Estable,90.6,2.6,4.2,34.7,4.7,36.4105,-92.1951
52251,Ladora,IA,147607,Estable,90.6,6.8,1.5,4.6,-5.0,41.7564,-92.1873
59450,Highwood,MT,330884,Estable,90.6,7.8,3.7,11.3,-8.8,47.5816,-110.7887
27014,Cooleemee,NC,137370,Estable,90.6,7.1,2.6,8.5,-5.7,35.8104,-80.5559
67340,Dearing,KS,69728,Estable,90.6,6.5,1.3,11.1,-10.7,37.0596,-95.7131
64686,,MO,112912,Estable,90.6,5.9,1.4,9.0,-4.0,39.7417,-93.6289
84121,Cottonwood Heights,UT,715916,Estable,90.5,4.2,5.9,3.4,-10.5,40.6226,-111.7777
91387,Santa Clarita,CA,828543,Estable,90.5,2.8,6.7,1.5,-5.4,34.4132,-118.426
55318,Chaska,MN,466283,Estable,90.5,2.6,4.0,0.4,-6.8,44.8061,-93.6083
42501,Somerset,KY,153274,Estable,90.5,2.3,2.9,8.0,-2.1,37.1029,-84.5443
79903,El Paso,TX,173536,Estable,90.5,6.6,3.9,5.8,-2.9,31.7862,-106.4406
45206,Cincinnati,OH,256325,Estable,90.5,1.9,4.7,10.0,-2.2,39.1269,-84.4853
45767,,OH,113369,Estable,90.5,3.4,2.3,17.2,1.5,39.5288,-81.094
28617,Crumpler,NC,318223,Estable,90.5,2.5,5.3,33.8,-4.2,36.4641,-81.4039
99161,Palouse,WA,344620,Estable,90.5,3.5,3.6,4.1,-8.7,46.9076,-117.0855
44887,Tiro,OH,169582,Estable,90.5,6.0,1.8,4.5,-1.2,40.881,-82.797
41847,Redfox,KY,91539,Estable,90.5,3.2,3.6,16.9,-8.1,37.2172,-82.9424
40854,Loyall,KY,68341,Estable,90.5,4.6,1.7,9.8,-2.7,36.8481,-83.353
12973,Piercefield,NY,107768,Estable,90.5,2.8,1.1,30.9,-3.9,44.2343,-74.556
39208,Pearl,MS,203747,Estable,90.4,2.3,3.2,2.5,-6.8,32.2604,-90.0897
29936,Ridgeland,SC,324742,Estable,90.4,2.3,5.9,4.2,-3.1,32.4807,-80.9804
18801,Montrose,PA,229495,Estable,90.4,1.9,3.2,12.3,-4.2,41.8396,-75.8821
89109,Las Vegas,NV,386539,Estable,90.4,5.9,6.6,124.6,-5.1,36.126,-115.1454
62615,Auburn,IL,173274,Estable,90.4,1.0,2.1,1.4,-2.6,39.5918,-89.744
71235,,LA,201007,Estable,90.4,1.9,3.9,6.8,-1.8,32.6949,-92.6785
78377,Refugio,TX,148685,Estable,90.4,4.1,2.4,12.4,1.1,28.3169,-97.2767
59639,Lincoln,MT,344528,Estable,90.4,5.5,6.7,45.4,-10.5,46.9575,-112.6651
72626,Cotter,AR,232258,Estable,90.4,2.9,5.6,14.3,-6.5,36.2712,-92.5354
43728,Chesterhill,OH,124052,Estable,90.4,2.5,2.1,22.5,3.0,39.4953,-81.8773
50257,Truro,IA,282145,Estable,90.4,6.9,2.7,5.5,-3.8,41.2076,-93.841
68817,Ashton,NE,173743,Estable,90.4,2.6,2.0,13.4,-5.7,41.2672,-98.8034
50075,Ellsworth,IA,196128,Estable,90.4,7.7,2.6,4.1,-6.9,42.3009,-93.549
59843,Helmville,MT,353328,Estable,90.4,9.1,3.9,35.8,-11.6,46.83,-112.9413
95403,Santa Rosa,CA,749520,Estable,90.3,2.6,7.5,2.1,-3.6,38.4822,-122.7473
98004,Bellevue,WA,1967054,Estable,90.3,9.1,10.4,4.3,-10.5,47.6155,-122.2072
37160,Shelbyville,TN,305633,Estable,90.3,4.2,4.7,2.0,-11.1,35.4863,-86.4624
95603,Auburn,CA,614523,Estable,90.3,2.9,7.5,2.4,-6.7,38.9115,-121.08
45331,Greenville,OH,183961,Estable,90.3,6.9,3.0,2.5,-3.9,40.0987,-84.6342
95388,Winton,CA,361459,Estable,90.3,3.8,5.5,1.8,-8.9,37.4014,-120.6045
30529,Commerce,GA,317388,Estable,90.3,4.9,4.6,4.2,-11.7,34.2134,-83.448
35660,Sheffield,AL,130106,Estable,90.3,5.5,2.6,7.5,-1.1,34.7578,-87.6971
54521,Eagle River,WI,361633,Estable,90.3,3.6,4.6,43.1,-8.7,45.9161,-89.2531
38666,Sardis,MS,169628,Estable,90.3,5.8,4.2,8.0,-13.8,34.4276,-89.9221
6791,Harwinton,CT,415481,Estable,90.3,6.3,3.2,2.9,-1.7,,
39330,Enterprise,MS,153361,Estable,90.3,2.0,2.6,3.2,-1.7,32.1563,-88.8474
62447,Neoga,IL,167827,Estable,90.3,2.6,1.8,8.5,0.9,39.322,-88.4503
59011,Big Timber,MT,409189,Estable,90.3,9.0,5.4,8.8,-11.4,45.8283,-109.9631
43406,Bradner,OH,149234,Estable,90.3,0.8,2.3,2.9,-0.2,41.3298,-83.4456
40374,Sharpsburg,KY,165975,Estable,90.3,9.0,3.9,2.5,-12.1,38.2147,-83.8932
59824,Charlo,MT,541905,Estable,90.3,6.9,7.8,7.7,-14.5,47.4385,-114.1723
61327,Magnolia,IL,202933,Estable,90.3,3.4,1.9,3.8,0.1,41.2352,-89.3218
62539,Illiopolis,IL,125406,Estable,90.3,4.8,1.3,1.9,0.6,39.8499,-89.2513
16832,Coburn,PA,236583,Estable,90.3,3.0,5.9,50.2,0.4,40.8383,-77.4509
16640,Flinton,PA,98038,Estable,90.3,3.5,2.0,30.8,-3.4,40.6876,-78.5523
19456,Phoenixville,PA,464677,Estable,90.3,2.1,3.6,0.0,-4.5,40.1318,-75.4596
60620,Chicago,IL,170848,Estable,90.2,6.8,3.4,6.2,-4.1,41.7411,-87.6543
92324,Colton,CA,508073,Estable,90.2,3.7,6.7,1.6,-8.9,34.0315,-117.2874
33165,University Park,FL,684687,Estable,90.2,7.5,6.9,0.9,-7.1,25.7343,-80.3588
11105,New York,NY,1032539,Estable,90.2,6.8,10.3,3.8,-3.4,40.7763,-73.911
22102,McLean,VA,836677,Estable,90.2,4.6,5.0,3.7,2.8,38.953,-77.2295
35211,Birmingham,AL,79002,Estable,90.2,6.1,2.3,10.0,-12.6,33.4816,-86.859
95531,Crescent City,CA,363924,Estable,90.2,2.3,5.0,4.5,-3.8,41.7817,-124.1332
28036,Davidson,NC,646919,Estable,90.2,4.6,4.1,4.0,-12.0,35.4858,-80.794
36201,West End-Cobb Town,AL,66294,Estable,90.2,3.5,2.0,14.1,-2.0,33.6539,-85.8382
2141,Cambridge,MA,896888,Estable,90.2,4.8,6.9,6.1,2.8,,
22209,Arlington,VA,725913,Estable,90.2,3.2,6.1,7.8,5.3,38.8926,-77.0753
25311,Charleston,WV,146312,Estable,90.2,6.3,2.3,10.7,-1.8,38.349,-81.5993
68110,Omaha,NE,145473,Estable,90.2,6.1,3.4,3.9,-2.4,41.2933,-95.9361
52772,Tipton,IA,226900,Estable,90.2,7.2,2.6,3.5,-5.7,41.7563,-91.1362
42041,Fulton,KY,95744,Estable,90.2,8.6,2.4,8.9,-11.4,36.5475,-88.8749
29692,Ware Shoals,SC,147904,Estable,90.2,2.6,3.4,10.3,-3.6,34.4025,-82.2678
15724,Cherry Tree,PA,121950,Estable,90.2,1.6,1.9,7.5,-2.4,40.7554,-78.8474
62943,Grantsburg,IL,173205,Estable,90.2,5.4,3.0,10.2,0.6,37.3794,-88.7583
4257,Mexico,ME,185819,Estable,90.2,6.5,3.0,13.8,-4.5,,
30746,Sugar Valley,GA,282358,Estable,90.2,7.0,2.7,0.0,-5.3,34.5519,-85.026
68465,Wilber,NE,206581,Estable,90.2,7.7,2.2,3.9,-7.3,40.4821,-96.9757
42024,Barlow,KY,119701,Estable,90.2,7.3,1.9,13.3,-7.4,37.0493,-89.0408
98593,Vader,WA,348665,Estable,90.2,4.0,5.7,1.5,-9.3,46.3985,-122.9585
67565,Otis,KS,86264,Estable,90.2,4.8,1.4,10.2,-1.7,38.5353,-99.0534
73730,Covington,OK,84702,Estable,90.2,2.9,1.3,5.3,4.4,36.3099,-97.5752
60617,Chicago,IL,164840,Estable,90.1,7.1,3.1,6.0,-4.8,41.7257,-87.556
93536,Lancaster,CA,547980,Estable,90.1,3.3,5.0,2.1,-8.3,34.7471,-118.3687
31313,Hinesville,GA,233409,Estable,90.1,4.1,3.5,5.2,-11.3,31.8513,-81.6072
6082,Enfield,CT,313347,Estable,90.1,6.2,2.9,1.4,-1.7,,
86004,Flagstaff,AZ,609246,Estable,90.1,5.3,7.1,6.0,-10.3,35.2257,-111.5741
91214,La Crescenta-Montrose,CA,1265135,Estable,90.1,2.7,8.8,1.4,-4.3,34.2316,-118.2457
98029,Issaquah,WA,1197787,Estable,90.1,8.1,6.7,1.5,-12.1,47.5585,-122.0055
98409,Tacoma,WA,419096,Estable,90.1,2.7,5.6,1.6,-5.9,47.2038,-122.4825
54904,Oshkosh,WI,338860,Estable,90.1,7.0,3.2,1.7,-3.6,44.0304,-88.607
89161,Las Vegas,NV,1092275,Estable,90.1,6.1,3.6,17.9,-11.4,36.0004,-115.3639
67301,Independence,KS,109069,Estable,90.1,8.7,1.9,8.2,-11.6,37.2292,-95.7165
57107,Sioux Falls,SD,321478,Estable,90.1,3.5,4.0,1.3,-9.2,43.5566,-96.8028
32066,Mayo,FL,237368,Estable,90.1,3.9,3.4,4.2,-8.1,30.04,-83.1462
35581,Phil Campbell,AL,185565,Estable,90.1,3.4,3.6,6.3,-9.2,34.347,-87.7154
39474,Prentiss,MS,87128,Estable,90.1,5.0,3.0,7.8,-6.3,31.6057,-89.8735
38855,Mantachie,MS,144861,Estable,90.1,7.3,1.9,2.5,-6.2,34.3243,-88.4912
22578,White Stone,VA,522330,Estable,90.1,2.9,6.0,26.4,-6.6,37.6886,-76.3616
29047,Elloree,SC,171847,Estable,90.1,2.8,4.7,8.9,-5.6,33.531,-80.572
39364,Toomsuba,MS,129857,Estable,90.1,7.7,2.0,2.3,-6.3,32.4296,-88.4892
35984,Mentone,AL,284988,Estable,90.1,7.9,6.4,51.5,-6.4,34.5872,-85.5777
67861,Leoti,KS,139073,Estable,90.1,8.1,1.9,4.4,-7.9,38.4987,-101.3589
47281,Vallonia,IN,224075,Estable,90.1,6.2,2.4,5.7,-1.7,38.8174,-86.069
51461,Schleswig,IA,157957,Estable,90.1,3.3,2.0,5.3,-9.0,42.1646,-95.4443
27885,Swanquarter,NC,134146,Estable,90.1,3.3,2.3,21.0,-8.3,35.4222,-76.2875
51553,Minden,IA,265321,Estable,90.1,7.1,2.7,2.6,-4.9,41.4654,-95.5519
3580,Easton,NH,625819,Estable,90.1,6.0,7.0,33.1,-13.8,,
73537,Olustee,OK,73955,Estable,90.1,7.2,1.0,18.7,-5.8,34.4727,-99.646
18461,Starlight,PA,222215,Estable,90.1,3.7,4.4,60.4,-8.5,41.9251,-75.3212
15064,Morgan,PA,143604,Estable,90.1,3.5,3.6,7.8,3.3,40.3542,-80.1398
97028,Welches,OR,665287,Estable,90.1,6.4,7.4,342.7,-4.9,45.2972,-121.739
59261,Saco,MT,150494,Estable,90.1,6.7,2.0,33.1,-5.8,48.6389,-107.4293
68063,Oakland,NE,156350,Estable,90.1,2.6,2.1,34.2,-6.4,41.7369,-96.5037
29464,Mount Pleasant,SC,904788,Estable,90.0,6.7,7.2,6.4,-11.8,32.8473,-79.8206
65803,Springfield,MO,182125,Estable,90.0,3.7,3.6,2.8,-9.5,37.2593,-93.2912
77802,Bryan,TX,277656,Estable,90.0,2.1,3.8,3.7,-4.5,30.6582,-96.3351
41091,Union,KY,439143,Estable,90.0,3.0,3.2,1.5,-8.3,38.9435,-84.7274
14218,Buffalo,NY,198592,Estable,90.0,7.0,3.4,3.5,-3.5,42.8146,-78.8078
49047,Dowagiac,MI,203152,Estable,90.0,2.0,3.4,13.9,-3.7,41.991,-86.1168
14425,Farmington,NY,304919,Estable,90.0,6.7,2.9,1.7,-3.7,42.958,-77.3083
28657,Newland,NC,291143,Estable,90.0,7.2,4.3,32.8,-3.7,36.059,-81.9303
50156,Madrid,IA,263290,Estable,90.0,6.7,2.5,2.5,-3.8,41.8841,-93.8448
24078,Collinsville,VA,163874,Estable,90.0,4.2,2.9,6.1,-11.6,36.7238,-79.9142
94028,Portola Valley,CA,3828700,Estable,90.0,5.5,14.7,2.4,-4.5,37.3702,-122.2182
1535,North Brookfield,MA,389416,Estable,90.0,6.5,4.2,5.6,-2.4,,
10464,New York,NY,656510,Estable,90.0,5.5,6.1,4.1,1.4,40.8469,-73.7874
59327,Forsyth,MT,215478,Estable,90.0,4.0,3.4,10.5,-10.7,46.2819,-106.6991
55389,Watkins,MN,301507,Estable,90.0,6.7,3.0,4.8,-3.5,45.3087,-94.4297
48815,Clarksville,MI,277908,Estable,90.0,6.6,3.0,6.7,-3.0,42.8302,-85.2494
71362,Plaucheville,LA,162825,Estable,90.0,2.1,4.0,5.6,-3.0,30.9365,-91.9847
41189,Tollesboro,KY,134258,Estable,90.0,8.0,2.4,7.1,-9.0,38.5723,-83.5605
31790,Sycamore,GA,161896,Estable,90.0,2.3,2.7,7.1,-4.5,31.6553,-83.6064
25252,Le Roy,WV,169910,Estable,90.0,6.3,3.6,8.7,-1.0,38.8888,-81.5326
80832,Matheson,CO,454560,Estable,90.0,2.8,5.9,3.5,-4.8,39.0736,-104.1247
68652,Petersburg,NE,340910,Estable,90.0,7.5,4.7,4.7,-4.7,41.859,-98.0848
59410,Augusta,MT,299420,Estable,90.0,9.6,8.1,53.6,-11.8,47.4537,-112.3883
12416,Chichester,NY,406775,Estable,90.0,8.4,3.6,95.3,-14.5,42.095,-74.2717
15462,Melcroft,PA,113775,Estable,90.0,2.3,3.6,98.0,-2.4,40.052,-79.3892
22204,Arlington,VA,616497,Estable,89.9,4.1,5.2,2.3,3.5,38.859,-77.0997
94010,Hillsborough,CA,3165371,Estable,89.9,4.7,16.1,3.7,-4.0,37.5671,-122.3676
57702,Rapid City,SD,431549,Estable,89.9,4.7,4.7,3.9,-12.4,44.0036,-103.3589
89434,Sparks,NV,468705,Estable,89.9,3.3,3.6,4.4,-8.4,39.5502,-119.7178
71037,Haughton,LA,248784,Estable,89.9,2.1,3.3,3.7,-5.7,32.5507,-93.5657
94502,Alameda,CA,1193134,Estable,89.9,3.0,5.9,1.7,-5.6,37.7351,-122.2431
8079,Salem,NJ,223999,Estable,89.9,6.8,3.1,8.3,-3.8,,
13367,Lowville,NY,197601,Estable,89.9,6.9,2.5,10.5,-3.6,43.7893,-75.4156
59752,Three Forks,MT,550707,Estable,89.9,5.2,6.3,3.9,-12.7,45.8811,-111.5436
15419,California,PA,128146,Estable,89.9,3.7,2.6,7.9,0.8,40.0625,-79.8953
31815,,GA,85459,Estable,89.9,2.2,2.0,5.3,8.2,32.0435,-84.8022
65663,Halfway,MO,322868,Estable,89.9,7.5,5.4,3.1,-13.1,37.6018,-93.242
16353,Tionesta,PA,100246,Estable,89.9,2.7,2.0,107.8,-1.6,41.5116,-79.3663
22534,Partlow,VA,392172,Estable,89.9,4.5,3.3,0.7,0.1,38.0641,-77.6586
46182,Waldron,IN,235443,Estable,89.9,7.5,2.4,2.2,-6.6,39.4688,-85.6644
74332,Big Cabin,OK,256062,Estable,89.9,4.6,3.9,8.8,-11.1,36.534,-95.2246
65787,Roach,MO,329724,Estable,89.9,2.9,5.7,55.4,0.2,38.1025,-92.9148
23035,,VA,343637,Estable,89.9,4.0,3.8,17.6,1.9,37.4959,-76.3863
23850,Ford,VA,261794,Estable,89.9,4.4,3.0,19.2,-11.0,37.1349,-77.7364
56021,Courtland,MN,311650,Estable,89.9,6.6,2.8,1.1,-3.2,44.2791,-94.3482
69127,Brule,NE,277077,Estable,89.9,3.5,5.0,35.3,-8.0,41.1002,-101.9099
54769,Stockholm,WI,340640,Estable,89.9,7.4,4.5,27.5,-7.2,44.5084,-92.2326
60411,Chicago Heights,IL,172986,Estable,89.8,7.8,2.7,5.6,-8.0,41.5087,-87.5904
22031,Fairfax,VA,759254,Estable,89.8,5.4,5.3,1.7,1.7,38.8604,-77.2649
50010,Ames,IA,266943,Estable,89.8,2.7,4.0,2.0,-7.4,42.0379,-93.6003
55378,Savage,MN,426945,Estable,89.8,2.2,3.4,0.5,-6.4,44.7615,-93.3434
8005,Barnegat,NJ,484209,Estable,89.8,5.0,4.7,4.2,-11.5,,
36083,Tuskegee,AL,111357,Estable,89.8,3.2,2.6,12.2,-8.2,32.4316,-85.6861
74743,Hugo,OK,118170,Estable,89.8,7.3,2.8,8.1,-14.6,34.0113,-95.5139
28080,Iron Station,NC,413103,Estable,89.8,4.1,5.1,3.4,-10.1,35.4657,-81.107
79821,Vinton,TX,208997,Estable,89.8,3.2,3.3,2.4,-9.6,31.9907,-106.5976
32621,Bronson,FL,253970,Estable,89.8,3.3,4.1,3.4,-8.1,29.461,-82.6356
78947,Lexington,TX,404810,Estable,89.8,3.8,4.7,5.5,-9.7,30.4191,-97.0524
23927,Clarksville,VA,297706,Estable,89.8,7.4,4.1,29.3,-4.5,36.624,-78.5569
72847,London,AR,195986,Estable,89.8,6.1,3.1,5.7,-1.1,35.3744,-93.2736
47023,Holton,IN,254029,Estable,89.8,7.6,3.3,8.2,-7.0,39.0498,-85.3739
52157,,IA,232074,Estable,89.8,6.9,3.8,10.0,-3.5,43.0237,-91.1887
71070,,LA,128935,Estable,89.8,3.1,2.7,12.8,0.5,32.197,-92.917
61740,Flanagan,IL,142016,Estable,89.8,5.4,1.6,6.4,-1.6,40.879,-88.862
48619,Comins,MI,153552,Estable,89.8,5.3,3.4,45.6,-12.2,44.8264,-84.0261
98267,Marblemount,WA,217409,Estable,89.8,6.1,2.1,85.5,-8.2,48.4435,-121.3163
39836,Coleman,GA,162557,Estable,89.8,1.9,3.2,44.9,-2.4,31.6726,-84.8903
24485,West Augusta,VA,240587,Estable,89.8,6.0,2.5,2.4,-0.7,38.2744,-79.3201
82710,Aladdin,WY,496088,Estable,89.8,7.9,7.7,7.9,-6.3,44.7473,-104.1931
